,egypt_irr,egypt_90,egypt_low_had,sudan_irr,sudan_90,ethiopia_hydro,EgyptIncome,SudanIncome,EthiopiaUtility,max_EgSu,max_EgEt,max_EtSu,grand_coalition
0,5.583527933343692,1.0798088999221729,0.5416666666666666,0.0276083274165876,0.0,14.41896230231922,4.867613663372116,0.46086543727717433,0.44707207032997154,5328479100.64929,5314685733.702087,907937507.6071459,5775551170.979261
1,4.889959087980756,1.3557172985081378,0.2458333333333333,0.0,0.0,14.473706657197642,5.26502501800967,0.4622430308354814,0.4487694651605579,5727268048.845152,5713794483.170228,911012495.9960393,6176037514.00571
2,4.668365273383261,1.2373201761900108,0.2958333333333333,0.0,0.0,14.373275911038858,5.314005598741784,0.4622430308354814,0.44565552528967195,5776248629.577266,5759661124.031456,907898556.1251533,6221904154.866938
3,8.227110771808814,2.286886884451752,0.0125,0.0677832598823299,0.0,15.000932800388252,4.352280963307307,0.45886811644216086,0.46511655577819533,4811149079.749468,4817397519.085503,923984672.2203562,5276265635.527663
4,5.078873875712558,0.8631571654983986,0.5708333333333333,0.0086849735442589,0.0,13.695217604362156,5.020504080723373,0.4618092270833982,0.42463175640710626,5482313307.80677,5445135837.130479,886440983.4905045,5906945064.213877
5,8.585692909643248,1.985571555781037,0.0,0.0266906384000601,0.0,14.613233378804726,4.2588815139892295,0.4609111619302592,0.45309560867819487,4719792675.919489,4711977122.667424,914006770.6084541,5172888284.597684
6,4.874113862778327,0.3932313410496869,0.4875,0.1241143732014541,0.0,10.950898456012116,5.136668967729137,0.4560820931512241,0.33954182985242654,5592751060.880362,5476210797.581564,795623923.0036507,5932292890.732788
7,7.719424154329209,1.8570327013830836,0.0,0.0052881934857062,0.0,14.544265836005014,4.504889496028413,0.4619788435870668,0.45095721192685045,4966868339.61548,4955846707.955264,912936055.5139172,5417825551.542331
8,8.68599369654643,1.7740650943695158,0.0,0.072015808450663,0.0,14.793102411236935,4.231195667098582,0.45865819589783785,0.4586725995206485,4689853862.99642,4689868266.61923,917330795.4184864,5148526462.517069
9,4.801498175953446,1.3450171531656334,0.25,0.0,0.0,14.428462131072704,5.29320323143431,0.4622430308354814,0.44736662052155624,5755446262.269792,5740569851.955866,909609651.3570377,6202812882.7913475
10,6.450260966169525,1.5720828128489623,0.0625,0.0,0.0,14.475939630030052,4.854002564699448,0.4622430308354814,0.4488387003639133,5316245595.534929,5302841265.063361,911081731.1993947,5765084295.898843
11,6.549202580678246,1.676454925373015,0.0708333333333333,0.1107273844880154,0.0,15.024210541547314,4.818439764452433,0.45674265884627196,0.46583830174814733,5275182423.298704,5284278066.20058,922580960.5944192,5741020725.046851
12,6.438471367631649,1.753847475997567,0.0416666666666666,0.1822996864154926,0.0,14.953514148059272,4.869237213302215,0.45322200441116717,0.46364630052511346,5322459217.713382,5332883513.827328,916868304.9362806,5786105518.238495
13,5.773086133714531,1.5671387930951175,0.2541666666666666,0.0768709596705366,0.0,15.00718171958576,4.9645808626463195,0.4584175140992688,0.46531030878096913,5422998376.745588,5429891171.427288,923727822.8802379,5888308685.526558
14,6.693674438514688,1.5414513513271704,0.0,1.5449677066082206,0.5643379578160016,12.855080950794022,4.812788451838703,0.3909881836640297,0.3985826118712067,5203776635.502733,5211371063.709909,789570795.5352364,5602359247.3739395
15,8.065482928408915,2.11273429355688,0.0166666666666666,0.0531649155967395,0.0,14.99666150377954,4.395886189129762,0.4595938750896723,0.4649841206294092,4855480064.219434,4860870309.759171,924577995.7190815,5320464184.848843
16,5.611700667592269,1.4876353474747352,0.1041666666666666,0.0,0.0,14.23396062045925,5.100556526816761,0.4622430308354814,0.44133593736911625,5562799557.652243,5541892464.185877,903578968.2045977,6004135495.0213585
17,4.6472862540142685,1.2109799533256804,0.3208333333333333,0.0,0.0,14.383196368215035,5.307508416176669,0.4622430308354814,0.44596311741977,5769751447.01215,5753471533.596438,908206148.2552514,6215714564.43192
18,6.150863395356834,0.9884734712354626,0.2416666666666666,0.0156599731586706,0.0,11.996914331164431,4.849552650191765,0.4614611290867822,0.3719744330521135,5311013779.278548,5221527083.243879,833435562.1388958,5682988212.330662
19,4.718079287318153,1.3218156881277978,0.2666666666666666,0.0,0.0,14.421199180069518,5.3128682037725365,0.4622430308354814,0.447141426608595,5775111234.608018,5760009630.381131,909384457.4440764,6222252661.216613
20,4.68709809403534,1.2637770087670923,0.2791666666666667,0.0,0.0,14.381556048279776,5.316713938547685,0.4622430308354814,0.44591225791864336,5778956969.383166,5762626196.466328,908155288.7541248,6224869227.301809
21,4.005513870068199,1.0797881590292662,0.3083333333333333,0.0,0.0,13.856585816926962,5.542453907360207,0.4622430308354814,0.4296351137475434,6004696938.195688,5972089021.10775,891878144.5830247,6434332051.943232
22,6.29867128296903,1.5864615258314438,0.0041666666666666,0.2631006691005614,0.0,13.603565789428568,4.93406638471974,0.4492796669603232,0.42179001469277577,5383346051.680063,5355856399.412516,871069681.653099,5805136066.372839
23,7.347503842740788,0.9054700307151752,0.7833333333333333,0.2632296873376955,0.0,15.03418146816808,4.180686204451577,0.4492733992199855,0.4661474587258818,4629959603.671562,4646833663.177459,915420857.9458673,5096107062.397444
24,7.97532364925827,1.9918766135985408,0.0083333333333333,0.0090386517978117,0.0,14.818119173219657,4.426300371900137,0.4617915699162745,0.4594482652959012,4888091941.816411,4885748637.196038,921239835.2121757,5347540207.112312
25,6.105718097856327,1.510335277729673,0.025,0.0,0.0,13.187609687101691,4.983947461858861,0.4622430308354814,0.40889294540757826,5446190492.694343,5392840407.266439,871135976.2430596,5855083438.101921
26,4.611484184960775,1.1591094737758496,0.475,0.0,0.0,14.157956674126249,5.234645675491264,0.4622430308354814,0.43897937099992074,5696888706.326746,5673625046.491185,901222401.8354021,6135868077.326667
27,4.586769118043883,1.3138069451062628,0.1791666666666666,0.1369590580902144,0.0,13.597022005881795,5.407082778695876,0.455449178907743,0.42158711917250824,5862531957.603619,5828669897.868384,877036298.0802512,6284119076.776127
28,4.578421205782148,1.2318803896857038,0.3875,0.0,0.0,14.334213061935303,5.294655254470724,0.4622430308354814,0.44444434875313965,5756898285.306206,5739099603.223864,906687379.5886211,6201342634.059345
29,4.594505772078871,1.1705329871659649,0.4333333333333333,0.0,0.0,14.26183645741951,5.263650471611192,0.4622430308354814,0.4422002511720588,5725893502.446673,5705850722.783251,904443282.0075402,6168093753.618732
30,4.950433072382715,1.3067396010185175,0.2541666666666666,0.0,0.0,14.485536419380423,5.239661476464502,0.4622430308354814,0.44913625690046804,5701904507.299984,5688797733.36497,911379287.7359495,6151040764.200452
31,5.093170572244458,1.1539439465581094,0.6291666666666667,0.0,0.0,14.40942609457718,4.98334837063103,0.4622430308354814,0.44677639217720705,5445591401.466512,5430124762.808237,909019423.0126884,5892367793.643719
